,SoS,Depth
237,1499.44,420.16
238,1499.39,422.24
239,1499.37,424.51
240,1499.31,426.59
241,1499.28,428.63
242,1499.32,430.9
243,1499.29,433.12
244,1499.29,435.11
245,1499.21,437.26
246,1499.1,439.5
247,1499.03,441.54
248,1499.04,443.67
249,1499.02,445.84
250,1498.99,447.99
251,1498.98,450.12
252,1498.97,452.16
253,1498.96,454.33
254,1498.98,456.4
255,1498.96,458.61
256,1498.95,460.65
257,1498.97,462.78
258,1498.96,464.83
259,1498.94,466.89
260,1498.87,469.01
261,1498.78,471.12
262,1498.77,473.14
263,1498.71,475.23
264,1498.64,477.26
265,1498.64,479.43
266,1498.6,481.63
267,1498.54,483.66
268,1498.51,485.82
269,1498.45,487.88
270,1498.39,489.9
271,1498.37,492.08
272,1498.26,494.33
273,1498.16,496.23
274,1498.13,498.48
275,1498.09,500.64
276,1498.09,502.6
277,1498.1,504.74
278,1498.05,506.89
279,1497.96,509.09
280,1497.82,511.08
281,1497.68,513.16
282,1497.58,515.5
283,1497.55,517.4
284,1497.52,519.47
285,1497.47,521.56
286,1497.5,523.64
287,1497.5,525.74
288,1497.5,527.91
289,1497.47,529.91
290,1497.51,531.81
291,1497.51,534.04
292,1497.51,536.04
293,1497.53,537.93
294,1497.52,540.04
295,1497.53,542.16
296,1497.54,543.96
297,1497.51,546.01
298,1497.46,548.03
299,1497.41,549.92
300,1497.35,551.91
301,1497.35,553.95
302,1497.35,555.83
303,1497.32,557.88
304,1497.28,559.95
305,1497.24,561.9
306,1497.26,564.0
307,1497.31,566.03
308,1497.33,567.94
309,1497.28,570.05
310,1497.17,572.01
311,1497.08,574.15
312,1497.09,576.2
313,1497.1,578.21
314,1497.14,580.31
315,1497.1,582.36
316,1497.06,584.31
317,1497.03,586.46
318,1496.98,588.54
319,1496.97,590.63
320,1496.97,592.7
321,1496.93,594.67
322,1496.92,596.71
323,1496.93,598.84
324,1496.9,600.93
325,1496.88,603.01
326,1496.89,605.18
327,1496.9,607.09
328,1496.91,609.08
329,1496.9,611.19
330,1496.9,613.28
331,1496.89,615.27
332,1496.82,617.36
333,1496.76,619.46
334,1496.69,621.4
335,1496.66,623.46
336,1496.65,625.45
337,1496.64,627.42
338,1496.62,629.51
339,1496.53,631.49
340,1496.5,633.55
341,1496.48,635.61
342,1496.4,637.64
343,1496.31,639.6
344,1496.29,641.66
345,1496.26,643.71
346,1496.25,645.73
347,1496.23,647.87
348,1496.15,649.9
349,1496.17,652.0
350,1496.19,653.94
351,1496.16,656.0
352,1496.16,658.06
353,1496.18,660.04
354,1496.18,662.28
355,1496.17,664.24
356,1496.16,666.27
357,1496.14,668.41
358,1496.14,670.29
359,1496.14,672.39
360,1496.11,674.47
361,1496.08,676.45
362,1496.11,678.42
363,1496.09,680.6
364,1496.09,682.55
365,1496.05,684.45
366,1496.04,686.57
367,1496.0,688.55
368,1496.0,690.51
369,1496.0,692.65
370,1495.9,694.62
371,1495.84,696.5
372,1495.82,698.56
373,1495.76,700.42
374,1495.69,702.44
375,1495.62,704.41
376,1495.57,706.24
377,1495.54,708.26
378,1495.53,710.2
379,1495.48,712.12
380,1495.44,714.08
381,1495.45,716.1
382,1495.43,718.06
383,1495.35,719.98
384,1495.28,722.0
385,1495.28,724.04
386,1495.28,726.05
387,1495.27,728.02
388,1495.29,730.09
389,1495.26,732.05
390,1495.25,734.09
391,1495.15,736.09
392,1495.15,738.11
393,1495.12,740.13
394,1495.11,742.23
395,1495.13,744.31
396,1495.15,746.16
397,1495.13,748.3
398,1495.05,750.37
399,1494.95,752.35
400,1494.86,754.41
401,1494.83,756.51
402,1494.82,758.48
403,1494.79,760.5
404,1494.82,762.6
405,1494.83,764.56
406,1494.84,766.56
407,1494.81,768.66
408,1494.8,770.62
409,1494.83,772.7
410,1494.85,774.7
411,1494.85,776.75
412,1494.83,778.78
413,1494.81,780.64
414,1494.79,782.65
415,1494.81,784.67
416,1494.78,786.7
417,1494.82,788.7
418,1494.82,790.59
419,1494.83,792.61
420,1494.86,794.71
421,1494.88,796.65
422,1494.9,798.67
423,1494.89,800.77
424,1494.91,802.7
425,1494.94,804.71
426,1494.93,806.76
427,1494.92,808.74
428,1494.9,810.79
429,1494.94,812.83
430,1494.92,814.83
431,1494.95,816.93
432,1494.95,818.77
433,1494.93,820.89
434,1494.93,823.0
435,1494.92,824.94
436,1494.86,826.96
437,1494.86,829.02
438,1494.81,830.9
439,1494.81,833.03
440,1494.81,835.0
441,1494.68,837.02
442,1494.59,838.99
443,1494.58,840.97
444,1494.57,842.92
445,1494.53,844.89
446,1494.49,846.91
447,1494.48,848.93
448,1494.43,850.77
449,1494.38,852.74
450,1494.34,854.75
451,1494.22,856.5
452,1494.13,858.45
453,1494.11,860.46
454,1494.05,862.28
455,1494.04,864.18
456,1494.06,866.19
457,1494.08,867.97
458,1494.09,869.86
459,1494.11,871.91
460,1494.07,873.78
461,1494.05,875.77
462,1494.07,877.78
463,1494.04,879.71
464,1494.02,881.58
465,1494.02,883.62
466,1494.03,885.58
467,1494.05,887.58
468,1494.07,889.51
469,1494.05,891.58
470,1494.03,893.51
471,1493.99,895.48
472,1493.97,897.5
473,1493.99,899.36
474,1493.99,901.46
475,1494.01,903.52
476,1494.02,905.37
477,1493.99,907.43
478,1493.97,909.43
479,1493.97,911.33
480,1493.94,913.35
481,1493.86,915.37
482,1493.79,917.28
483,1493.75,919.34
484,1493.71,921.29
485,1493.69,923.25
486,1493.65,925.12
487,1493.53,927.14
488,1493.46,929.19
489,1493.44,931.08
490,1493.39,932.98
491,1493.36,934.86
492,1493.31,936.78
493,1493.26,938.78
494,1493.26,940.66
495,1493.23,942.66
496,1493.22,944.49
497,1493.2,946.58
498,1493.19,948.42
499,1493.14,950.3
500,1493.11,952.31
501,1493.11,954.25
502,1493.12,956.26
503,1493.14,958.21
504,1493.15,960.07
505,1493.14,962.07
506,1493.16,964.02
507,1493.17,965.96
508,1493.16,967.95
509,1493.18,969.94
510,1493.18,971.82
511,1493.21,973.79
512,1493.22,975.76
513,1493.21,977.61
514,1493.19,979.62
515,1493.2,981.56
516,1493.18,983.46
517,1493.14,985.39
518,1493.09,987.36
519,1493.07,989.21
520,1493.06,991.06
521,1493.06,993.05
522,1493.03,994.83
523,1492.99,996.86
524,1493.01,998.73
525,1493.05,1000.55
526,1492.97,1002.42
527,1492.95,1004.3
528,1492.99,1006.01
529,1493.01,1007.89
530,1492.99,1009.85
531,1492.96,1011.5
532,1492.96,1013.29
533,1492.98,1015.19
534,1492.94,1016.95
535,1492.89,1018.74
536,1492.85,1020.73
537,1492.87,1022.49
538,1492.83,1024.41
539,1492.82,1026.21
540,1492.85,1028.08
541,1492.81,1030.0
542,1492.83,1031.76
543,1492.85,1033.71
544,1492.86,1035.53
545,1492.89,1037.41
546,1492.91,1039.33
547,1492.91,1041.18
548,1492.94,1043.01
549,1492.97,1045.06
550,1493.0,1046.8
551,1492.99,1048.78
552,1493.03,1050.73
553,1493.01,1052.55
554,1493.03,1054.49
555,1493.05,1056.38
556,1493.06,1058.27
557,1493.07,1060.1
558,1493.09,1062.07
559,1493.14,1063.86
560,1493.16,1065.74
561,1493.15,1067.76
562,1493.19,1069.69
563,1493.19,1071.57
564,1493.2,1073.47
565,1493.21,1075.46
566,1493.24,1077.33
567,1493.27,1079.17
568,1493.29,1081.07
569,1493.32,1083.04
570,1493.35,1084.78
571,1493.38,1086.73
572,1493.4,1088.57
573,1493.4,1090.49
574,1493.41,1092.37
575,1493.42,1094.31
576,1493.44,1096.22
577,1493.42,1098.11
578,1493.44,1100.02
579,1493.44,1100.42
580,1493.46,1101.03
