,SoS,Depth
141,1501.86,210.93
142,1501.8,213.3
143,1501.79,215.51
144,1501.79,217.69
145,1501.76,220.16
146,1501.77,222.43
147,1501.79,224.62
148,1501.73,227.02
149,1501.66,229.33
150,1501.63,231.51
151,1501.48,233.72
152,1501.45,236.12
153,1501.41,238.53
154,1501.37,240.71
155,1501.32,242.99
156,1501.33,245.25
157,1501.32,247.51
158,1501.23,249.81
159,1501.21,252.12
160,1501.11,254.28
161,1501.06,256.49
162,1501.03,258.79
163,1500.95,260.96
164,1500.92,263.23
165,1500.91,265.4
166,1500.91,267.45
167,1500.91,269.68
168,1500.94,271.98
169,1500.97,274.11
170,1501.01,276.3
171,1501.04,278.57
172,1501.09,280.74
173,1501.07,282.96
174,1501.03,285.24
175,1500.97,287.54
176,1500.99,289.77
177,1500.98,291.97
178,1501.03,294.14
179,1501.02,296.36
180,1501.02,298.66
181,1501.04,300.9
182,1501.04,303.04
183,1501.06,305.41
184,1501.08,307.56
185,1501.04,309.78
186,1501.05,311.99
187,1501.07,314.33
188,1501.08,316.6
189,1501.09,318.75
190,1501.03,320.92
191,1501.02,323.29
192,1500.97,325.31
193,1500.95,327.58
194,1500.96,329.9
195,1500.92,331.93
196,1500.91,334.1
197,1500.92,336.37
198,1500.97,338.53
199,1500.99,340.64
200,1500.99,342.68
201,1500.98,344.77
202,1500.98,346.98
203,1500.99,348.96
204,1500.98,351.02
205,1500.98,353.09
206,1500.96,355.16
207,1500.97,357.25
208,1500.95,359.24
209,1500.95,361.33
210,1500.95,363.49
211,1500.95,365.62
212,1500.96,367.73
213,1500.95,369.86
214,1500.96,371.92
215,1500.95,373.99
216,1500.93,376.17
217,1500.87,378.41
218,1500.85,380.68
219,1500.87,382.72
220,1500.87,384.82
221,1500.78,386.86
222,1500.7,389.11
223,1500.69,391.43
224,1500.68,393.62
225,1500.65,395.6
226,1500.59,397.8
227,1500.52,399.87
228,1500.51,402.06
229,1500.43,404.28
230,1500.3,406.39
231,1500.31,408.61
232,1500.32,410.74
233,1500.36,412.72
234,1500.38,414.83
235,1500.34,417.17
236,1500.28,419.26
237,1500.21,421.3
238,1500.09,423.5
239,1499.93,425.49
240,1499.89,427.51
241,1499.91,429.7
242,1499.93,431.81
243,1499.95,433.77
244,1499.92,435.95
245,1499.92,437.82
246,1499.89,439.95
247,1499.86,442.07
248,1499.85,444.0
249,1499.82,446.12
250,1499.78,448.33
251,1499.77,450.47
252,1499.71,452.56
253,1499.64,454.5
254,1499.62,456.63
255,1499.61,458.86
256,1499.64,460.84
257,1499.66,463.05
258,1499.68,465.15
259,1499.69,467.24
260,1499.72,469.32
261,1499.74,471.3
262,1499.76,473.43
263,1499.68,475.66
264,1499.66,477.74
265,1499.66,479.88
266,1499.65,481.89
267,1499.7,483.89
268,1499.72,485.97
269,1499.73,488.12
270,1499.76,490.2
271,1499.77,492.22
272,1499.78,494.26
273,1499.78,496.31
274,1499.8,498.22
275,1499.79,500.3
276,1499.78,502.38
277,1499.74,504.37
278,1499.77,506.26
279,1499.74,508.2
280,1499.72,510.23
281,1499.65,512.09
282,1499.62,514.15
283,1499.62,515.98
284,1499.66,517.93
285,1499.66,519.87
286,1499.72,521.83
287,1499.75,523.71
288,1499.79,525.8
289,1499.81,527.71
290,1499.84,529.84
291,1499.78,531.67
292,1499.6,533.78
293,1499.32,535.8
294,1499.18,537.8
295,1499.12,539.95
296,1499.11,541.84
297,1499.05,543.86
298,1498.94,545.93
299,1498.86,548.1
300,1498.74,550.13
301,1498.54,552.07
302,1498.42,554.19
303,1498.36,556.1
304,1498.17,558.17
305,1498.01,560.4
306,1497.87,562.27
307,1497.86,564.29
308,1497.82,566.48
309,1497.83,568.38
310,1497.83,570.35
311,1497.75,572.5
312,1497.69,574.49
313,1497.63,576.58
314,1497.62,578.56
315,1497.55,580.51
316,1497.44,582.56
317,1497.28,584.54
318,1497.18,586.42
319,1497.18,588.53
320,1497.22,590.43
321,1497.22,592.32
322,1497.15,594.27
323,1497.05,596.3
324,1496.91,598.25
325,1496.8,600.22
326,1496.75,602.19
327,1496.77,604.26
328,1496.71,606.25
329,1496.67,608.19
330,1496.6,610.26
331,1496.57,612.35
332,1496.54,614.21
333,1496.47,616.26
334,1496.35,618.25
335,1496.28,620.36
336,1496.22,622.28
337,1496.14,624.36
338,1496.08,626.38
339,1496.02,628.37
340,1495.92,630.33
341,1495.85,632.42
342,1495.78,634.43
343,1495.74,636.4
344,1495.71,638.35
345,1495.67,640.38
346,1495.61,642.41
347,1495.6,644.41
348,1495.6,646.35
349,1495.64,648.32
350,1495.67,650.29
351,1495.56,652.38
352,1495.49,654.12
353,1495.46,656.16
354,1495.42,658.15
355,1495.44,659.98
356,1495.42,661.85
357,1495.39,663.75
358,1495.31,665.65
359,1495.28,667.47
360,1495.3,669.27
361,1495.29,671.2
362,1495.28,673.17
363,1495.26,674.97
364,1495.24,676.84
365,1495.23,678.78
366,1495.19,680.72
367,1495.19,682.65
368,1495.13,684.52
369,1494.95,686.55
370,1494.92,688.47
371,1494.89,690.38
372,1494.91,692.28
373,1494.9,694.31
374,1494.93,696.33
375,1494.95,698.33
376,1494.93,700.23
377,1494.98,702.19
378,1494.99,704.16
379,1495.01,706.16
380,1495.04,708.07
381,1495.06,710.11
382,1495.08,712.09
383,1495.09,714.06
384,1495.11,715.95
385,1495.11,718.0
386,1495.14,720.02
387,1495.14,721.92
388,1495.11,723.83
389,1495.05,725.88
390,1495.07,727.86
391,1495.08,729.8
392,1495.09,731.68
393,1495.03,733.67
394,1495.01,735.62
395,1494.97,737.42
396,1494.95,739.42
397,1494.94,741.36
398,1494.9,743.2
399,1494.88,744.98
400,1494.9,746.86
401,1494.88,748.86
402,1494.88,750.79
403,1494.87,752.62
404,1494.92,754.61
405,1494.91,756.54
406,1494.92,758.45
407,1494.94,760.32
408,1494.99,762.32
409,1494.98,764.23
410,1494.98,766.17
411,1494.98,768.13
412,1494.94,770.12
413,1494.87,772.06
414,1494.83,773.91
415,1494.78,775.92
416,1494.71,777.83
417,1494.66,779.76
418,1494.64,781.75
419,1494.58,783.6
420,1494.54,785.63
421,1494.55,787.54
422,1494.6,789.46
423,1494.61,791.25
424,1494.65,793.35
425,1494.68,795.21
426,1494.66,797.09
427,1494.61,798.99
428,1494.51,800.9
429,1494.45,802.79
430,1494.4,804.57
431,1494.38,806.48
432,1494.31,808.41
433,1494.24,810.18
434,1494.13,811.95
435,1493.98,813.68
436,1493.91,815.43
437,1493.89,817.23
438,1493.84,819.06
439,1493.8,820.75
440,1493.7,822.55
441,1493.65,824.36
442,1493.62,826.23
443,1493.6,827.98
444,1493.6,829.73
445,1493.61,831.79
446,1493.64,833.5
447,1493.67,835.45
448,1493.65,837.16
449,1493.64,839.21
450,1493.63,841.04
451,1493.63,842.93
452,1493.56,844.82
453,1493.49,846.62
454,1493.44,848.53
455,1493.42,850.52
456,1493.42,852.31
457,1493.43,854.16
458,1493.35,856.15
459,1493.24,858.05
460,1493.18,859.89
461,1493.2,861.74
462,1493.21,863.76
463,1493.22,865.56
464,1493.18,867.43
465,1493.14,869.47
466,1493.14,871.3
467,1493.15,873.11
468,1493.15,875.01
469,1493.08,876.9
470,1493.09,878.72
471,1493.0,880.63
472,1492.95,882.53
473,1492.94,884.28
474,1492.9,886.19
475,1492.85,887.9
476,1492.85,889.7
477,1492.87,891.6
478,1492.85,893.4
479,1492.89,895.23
480,1492.89,897.09
481,1492.92,898.89
482,1492.92,900.77
483,1492.93,902.62
484,1492.94,904.55
485,1492.94,906.42
486,1492.98,908.13
487,1493.0,910.19
488,1493.02,911.99
489,1493.02,913.77
490,1492.99,915.7
491,1493.0,917.66
492,1493.06,919.47
493,1493.08,921.42
494,1493.08,923.23
495,1493.07,925.14
496,1493.12,926.96
497,1493.13,928.88
498,1493.15,930.77
499,1493.2,932.68
500,1493.21,934.49
501,1493.23,936.32
502,1493.19,938.22
503,1493.17,940.16
504,1493.16,942.0
505,1493.18,943.73
506,1493.17,945.69
507,1493.17,947.43
508,1493.16,949.38
509,1493.19,951.1
510,1493.2,952.86
511,1493.2,954.72
512,1493.19,956.36
513,1493.19,958.15
514,1493.17,959.92
515,1493.18,961.59
516,1493.14,963.34
517,1493.06,965.13
518,1493.06,966.9
519,1493.09,968.62
520,1493.12,970.43
521,1493.16,972.22
522,1493.17,974.03
523,1493.13,975.89
524,1493.11,977.73
525,1493.13,979.55
526,1493.14,981.38
527,1493.17,983.11
528,1493.17,984.12
529,1493.18,984.53
530,1493.17,984.94
531,1493.16,985.08
