,SoS,Depth
477,1496.04,672.65
478,1496.0,674.25
479,1495.95,675.5
480,1495.94,676.92
481,1495.95,678.47
482,1495.94,679.57
483,1495.97,681.22
484,1495.99,682.37
485,1495.97,683.84
486,1495.93,685.4
487,1495.92,686.56
488,1495.92,688.03
489,1495.86,689.49
490,1495.78,690.68
491,1495.75,692.34
492,1495.75,693.43
493,1495.74,694.91
494,1495.76,696.39
495,1495.77,697.51
496,1495.78,699.08
497,1495.81,700.13
498,1495.8,701.56
499,1495.79,702.86
500,1495.8,704.13
501,1495.81,705.43
502,1495.84,706.7
503,1495.83,707.94
504,1495.82,709.38
505,1495.83,710.59
506,1495.81,711.78
507,1495.83,713.23
508,1495.84,714.31
509,1495.84,715.67
510,1495.83,716.92
511,1495.79,717.99
512,1495.72,719.54
513,1495.63,720.57
514,1495.58,721.97
515,1495.6,723.31
516,1495.61,724.53
517,1495.62,725.88
518,1495.6,727.15
519,1495.61,728.46
520,1495.59,729.73
521,1495.61,731.2
522,1495.57,732.34
523,1495.45,733.82
524,1495.41,734.99
525,1495.33,736.36
526,1495.26,737.8
527,1495.25,739.05
528,1495.25,740.62
529,1495.22,741.87
530,1495.22,743.31
531,1495.24,744.59
532,1495.24,745.99
533,1495.26,747.41
534,1495.24,748.77
535,1495.2,750.22
536,1495.21,751.66
537,1495.23,753.09
538,1495.23,754.42
539,1495.22,755.92
540,1495.21,757.26
541,1495.2,758.69
542,1495.16,760.16
543,1495.14,761.57
544,1495.12,763.0
545,1495.04,764.39
546,1495.01,765.61
547,1494.96,767.19
548,1494.95,768.48
549,1494.93,769.96
550,1494.88,771.21
551,1494.79,772.72
552,1494.8,774.19
553,1494.81,775.63
554,1494.83,777.05
555,1494.83,778.4
556,1494.84,779.88
557,1494.75,781.23
558,1494.67,782.66
559,1494.65,784.2
560,1494.63,785.5
561,1494.61,787.19
562,1494.57,788.54
563,1494.59,790.1
564,1494.61,791.76
565,1494.64,793.02
566,1494.66,794.62
567,1494.67,795.95
568,1494.67,797.5
569,1494.65,799.15
570,1494.65,800.57
571,1494.63,802.1
572,1494.59,803.49
573,1494.57,804.96
574,1494.53,806.45
575,1494.49,807.96
576,1494.37,809.3
577,1494.35,810.83
578,1494.36,812.26
579,1494.35,813.74
580,1494.35,815.17
581,1494.35,816.55
582,1494.33,817.99
583,1494.3,819.33
584,1494.25,820.78
585,1494.22,822.06
586,1494.21,823.35
587,1494.17,824.67
588,1494.13,826.09
589,1494.14,827.17
590,1494.12,828.91
591,1494.15,829.94
592,1494.14,831.29
593,1494.06,832.65
594,1494.03,833.82
595,1494.02,835.33
596,1494.04,836.63
597,1493.98,838.07
598,1493.96,839.42
599,1493.86,840.71
600,1493.81,842.07
601,1493.79,843.29
602,1493.79,844.86
603,1493.81,846.06
604,1493.81,847.55
605,1493.83,848.94
606,1493.85,850.11
607,1493.84,851.65
608,1493.8,852.75
609,1493.66,854.3
610,1493.48,855.66
611,1493.43,856.83
612,1493.43,858.25
613,1493.42,859.58
614,1493.41,860.95
615,1493.33,862.38
616,1493.25,863.57
617,1493.22,865.09
618,1493.23,866.33
619,1493.24,867.59
620,1493.2,869.0
621,1493.19,870.22
622,1493.19,871.64
623,1493.17,873.0
624,1493.18,874.16
625,1493.18,875.51
626,1493.21,876.72
627,1493.19,878.01
628,1493.17,879.42
629,1493.15,880.52
630,1493.16,881.94
631,1493.18,883.31
632,1493.16,884.56
633,1493.21,886.03
634,1493.2,887.32
635,1493.22,888.66
636,1493.23,890.05
637,1493.22,891.31
638,1493.2,892.78
639,1493.09,894.15
640,1493.03,895.52
641,1493.04,896.88
642,1493.04,898.27
643,1493.07,899.7
644,1493.08,900.95
645,1493.1,902.46
646,1493.11,903.75
647,1493.13,905.14
648,1493.14,906.56
649,1493.1,907.84
650,1493.06,909.08
651,1493.06,910.59
652,1493.09,911.89
653,1493.1,913.32
654,1493.12,914.54
655,1493.14,915.93
656,1493.17,917.1
657,1493.17,918.34
658,1493.14,919.71
659,1493.16,921.05
660,1493.16,922.25
661,1493.17,923.61
662,1493.18,924.65
663,1493.16,926.01
664,1493.16,927.25
665,1493.08,928.38
666,1493.05,929.71
667,1493.06,931.02
668,1493.09,932.22
669,1493.09,933.6
670,1493.1,934.93
671,1493.12,936.09
672,1493.14,937.46
673,1493.15,938.71
674,1493.15,940.02
675,1493.17,941.23
676,1493.17,942.47
677,1493.16,943.95
678,1493.13,945.12
679,1493.11,946.46
680,1493.12,947.72
681,1493.13,949.06
682,1493.12,950.34
683,1493.13,951.56
684,1493.17,952.83
685,1493.17,954.01
686,1493.15,955.43
687,1493.11,956.51
688,1493.07,957.91
689,1493.05,959.15
690,1493.02,960.36
691,1492.99,961.64
692,1492.98,962.64
693,1492.99,963.92
694,1493.03,965.13
695,1493.04,966.36
696,1493.05,967.6
697,1493.07,968.77
698,1493.07,969.84
699,1493.09,971.11
700,1493.12,972.13
701,1493.14,973.34
702,1493.16,974.53
703,1493.17,975.62
704,1493.18,976.77
705,1493.18,977.79
706,1493.13,979.06
707,1493.09,980.19
708,1493.08,981.3
709,1493.08,982.58
710,1493.11,983.42
711,1493.09,984.73
712,1493.12,985.71
713,1493.15,986.78
714,1493.15,988.08
715,1493.18,988.92
716,1493.19,990.19
717,1493.19,991.29
718,1493.21,992.25
719,1493.22,993.52
720,1493.23,994.57
721,1493.21,995.51
722,1493.16,996.89
723,1493.15,997.67
724,1493.14,998.86
725,1493.16,1000.04
726,1493.15,1000.88
727,1493.19,1002.18
728,1493.18,1003.07
729,1493.2,1003.97
730,1493.21,1005.14
731,1493.21,1006.1
732,1493.16,1007.11
733,1493.1,1008.19
734,1493.11,1008.93
735,1493.07,1009.99
736,1493.11,1010.94
737,1493.09,1011.86
738,1493.12,1012.88
739,1493.14,1013.75
740,1493.15,1014.62
741,1493.11,1015.52
742,1493.05,1016.43
743,1493.04,1017.43
744,1493.03,1018.34
745,1493.02,1019.31
746,1492.99,1020.4
747,1492.96,1021.34
748,1492.97,1022.39
749,1492.95,1023.39
750,1492.96,1024.38
751,1492.96,1025.42
752,1493.0,1026.45
753,1492.98,1027.43
754,1492.97,1028.52
755,1492.96,1029.51
756,1492.98,1030.58
757,1492.99,1031.65
758,1493.0,1032.62
759,1493.0,1033.84
760,1493.03,1034.82
761,1493.04,1035.82
762,1493.03,1036.91
763,1493.04,1037.82
764,1493.06,1038.94
765,1493.06,1039.9
766,1493.04,1041.06
767,1493.02,1042.03
768,1493.01,1042.93
769,1493.0,1043.89
770,1492.99,1044.99
771,1492.99,1045.96
772,1493.01,1046.84
773,1493.02,1048.13
774,1493.03,1048.91
775,1493.06,1049.98
776,1493.06,1051.0
777,1493.08,1051.88
778,1493.1,1053.03
779,1493.11,1053.74
780,1493.12,1054.87
781,1493.13,1055.88
782,1493.13,1056.92
783,1493.12,1057.81
784,1493.1,1058.77
785,1493.07,1059.94
786,1493.08,1060.84
787,1493.04,1061.95
788,1493.02,1062.86
789,1492.94,1063.9
790,1492.93,1064.88
791,1492.92,1065.83
792,1492.93,1067.12
793,1492.93,1068.03
794,1492.92,1069.06
795,1492.9,1070.1
796,1492.9,1071.18
797,1492.89,1072.24
798,1492.87,1073.33
799,1492.88,1074.37
800,1492.86,1075.4
801,1492.84,1076.5
802,1492.82,1077.59
803,1492.84,1078.6
804,1492.85,1079.75
805,1492.86,1080.68
806,1492.88,1081.83
807,1492.91,1082.82
808,1492.92,1083.85
809,1492.94,1084.84
810,1492.96,1085.72
811,1492.97,1086.76
812,1492.97,1087.72
813,1492.94,1088.81
814,1492.91,1089.61
815,1492.89,1090.73
816,1492.88,1091.53
817,1492.9,1092.44
818,1492.92,1093.33
819,1492.9,1094.04
820,1492.9,1095.08
821,1492.92,1096.1
822,1492.93,1096.79
823,1492.92,1097.88
824,1492.96,1098.6
825,1492.95,1099.71
826,1492.97,1100.67
827,1492.95,1101.54
828,1492.97,1102.42
829,1493.0,1103.43
830,1493.01,1104.36
831,1493.03,1105.32
832,1493.05,1106.24
833,1493.03,1107.36
834,1493.04,1108.36
835,1492.99,1109.36
836,1492.96,1110.31
837,1492.95,1111.21
838,1492.91,1112.26
839,1492.92,1113.22
840,1492.93,1114.34
841,1492.98,1115.3
842,1492.96,1116.44
843,1492.98,1117.38
844,1492.99,1118.09
845,1493.0,1119.27
846,1493.01,1119.94
847,1493.0,1121.02
848,1493.0,1122.06
849,1493.01,1122.99
850,1493.01,1123.94
851,1493.03,1124.83
852,1493.04,1125.81
853,1493.05,1126.85
854,1493.05,1127.74
855,1493.04,1128.75
856,1493.05,1129.59
857,1493.01,1130.61
858,1493.05,1131.47
859,1493.05,1132.52
860,1493.06,1133.58
861,1493.06,1134.46
862,1493.02,1135.55
863,1493.05,1136.44
864,1493.05,1137.5
865,1493.07,1138.49
866,1493.06,1139.41
867,1493.05,1140.57
868,1493.05,1141.5
869,1493.07,1142.55
870,1493.07,1143.59
871,1493.1,1144.55
872,1493.11,1145.56
873,1493.1,1146.6
874,1493.13,1147.68
875,1493.14,1148.63
876,1493.17,1149.77
877,1493.17,1150.85
878,1493.2,1151.81
879,1493.21,1152.85
880,1493.23,1153.93
881,1493.23,1154.9
882,1493.23,1156.0
883,1493.22,1157.03
884,1493.21,1157.95
885,1493.21,1159.05
886,1493.21,1160.01
887,1493.22,1160.82
888,1493.24,1162.06
889,1493.24,1163.0
890,1493.25,1163.95
891,1493.25,1164.95
892,1493.28,1165.74
893,1493.26,1166.69
894,1493.26,1167.66
895,1493.28,1168.58
896,1493.27,1169.45
897,1493.28,1170.42
898,1493.29,1171.19
899,1493.32,1172.27
900,1493.34,1173.07
901,1493.34,1174.1
902,1493.34,1175.06
903,1493.35,1175.9
904,1493.36,1176.99
905,1493.38,1177.8
906,1493.31,1178.82
907,1493.31,1179.86
908,1493.27,1180.76
909,1493.18,1181.85
910,1493.14,1182.73
911,1493.14,1183.84
912,1493.14,1184.73
913,1493.17,1185.81
914,1493.16,1186.85
915,1493.13,1187.84
916,1493.12,1188.9
917,1493.16,1189.77
918,1493.1,1190.86
919,1493.09,1191.91
920,1493.06,1192.93
921,1493.08,1193.94
922,1493.09,1194.94
923,1493.08,1196.01
924,1493.11,1196.99
925,1493.08,1197.98
926,1493.11,1199.04
927,1493.1,1200.06
928,1493.12,1201.11
929,1493.13,1202.03
930,1493.14,1203.14
931,1493.14,1204.01
932,1493.14,1204.98
933,1493.17,1206.05
934,1493.18,1206.91
935,1493.18,1207.85
936,1493.19,1208.75
937,1493.2,1209.67
938,1493.16,1210.72
939,1493.13,1211.66
940,1493.1,1212.65
941,1493.09,1213.67
942,1493.09,1214.52
943,1493.11,1215.5
944,1493.12,1216.58
945,1493.13,1217.48
946,1493.14,1218.59
947,1493.13,1219.53
948,1493.12,1220.6
949,1493.14,1221.47
950,1493.14,1222.44
951,1493.14,1223.49
952,1493.16,1224.5
953,1493.17,1225.57
954,1493.17,1226.58
955,1493.2,1227.43
956,1493.21,1228.55
957,1493.22,1229.46
958,1493.25,1230.46
959,1493.26,1231.49
960,1493.27,1232.27
961,1493.29,1233.35
962,1493.3,1234.3
963,1493.32,1235.17
964,1493.34,1236.19
965,1493.33,1237.07
966,1493.37,1237.89
967,1493.39,1238.86
968,1493.42,1239.7
969,1493.4,1240.61
970,1493.41,1241.55
971,1493.42,1242.32
972,1493.43,1243.14
973,1493.45,1244.04
974,1493.46,1244.78
975,1493.47,1245.81
976,1493.49,1246.51
977,1493.51,1247.41
978,1493.51,1248.27
979,1493.54,1249.21
980,1493.56,1250.13
981,1493.56,1250.97
982,1493.57,1251.87
983,1493.59,1252.74
984,1493.59,1253.61
985,1493.63,1254.65
986,1493.64,1255.53
987,1493.67,1256.46
988,1493.68,1257.52
989,1493.67,1257.77
990,1493.68,1257.9
991,1493.7,1257.96
992,1493.68,1257.99
993,1493.7,1258.06
994,1493.69,1258.17
995,1493.7,1258.21
996,1493.72,1258.19
997,1493.69,1258.25
